domain,stage,raw_label_or_group,proposed_canonical,score_or_na,verdict,reason
AI,synonym,quantum computing architectures,quantum computing algorithms,0.5,REJECTED,quantum computing architectures and algorithms are different subjects
AI,synonym,quantum computing concepts,quantum computing algorithms,0.5,REJECTED,quantum computing concepts and algorithms are different subjects
AI,synonym,quantum computing models,quantum computing algorithms,0.5,REJECTED,quantum computing models and algorithms are different subjects
AI,group,ai ethics | ai risks and ethics,ai risks and ethics,n/a,APPROVED,"both labels concern the subject of AI ethics, with one including risks as a facet"
AI,group,ai video generation | ai video generation tools,ai video generation tools,n/a,APPROVED,"both labels concern the same subject of AI video generation, with one specifying tools for it"
AI,group,ai safety mechanisms | ai trust and safety,ai safety mechanisms,n/a,APPROVED,both labels concern the subject of AI safety and trust
AI,group,enterprise ai trends | enterprise ai value,enterprise ai trends,n/a,APPROVED,both labels concern aspects of AI in the enterprise context
AI,group,offline ai devices | offline autonomous ai,offline autonomous ai,n/a,APPROVED,"both labels concern AI systems operating offline, focusing on devices and autonomous AI respectively"
AI,group,quantum computing impact | quantum computing algorithms,quantum computing algorithms,n/a,APPROVED,"both labels concern the subject of quantum computing, focusing on different aspects (impact and algorithms)"
AI,group,ai community education | ai community management,ai community management,n/a,APPROVED,both labels concern activities related to the AI community
AI,group,api token usage tracking | api usage limits | api usage metrics,api token usage tracking,n/a,APPROVED,All labels concern aspects of API usage monitoring and management
AI,group,deep learning architectures | deep learning frameworks,deep learning architectures,n/a,APPROVED,"both labels concern deep learning as the underlying subject, focusing on different facets (architectures vs frameworks)"
AI,group,ai data models | ai data privacy challenges | ai detection challenges | open-weight ai models | ai data governance | ai governance policy | open source speech models,n/a,n/a,REJECTED,"most labels concern AI data, models, and governance, but 'open source speech models' is specifically about speech models and not clearly about AI data or governance -- outliers: open source speech models"
AI,group,multi-model ai systems | multi-modal ai systems,n/a,n/a,REJECTED,"labels refer to different AI system types: 'multi-model' involves multiple models, while 'multi-modal' involves multiple data modalities -- outliers: multi-model ai systems; multi-modal ai systems"
AI,group,human-centered ai | human-level ai feasibility,n/a,n/a,REJECTED,"the first label concerns AI designed with human interaction in mind, while the second concerns the feasibility of AI reaching human-level intelligence; these are different subjects -- outliers: human-level ai feasibility"
AI,group,knowledge graph evaluation | knowledge graph llm explainability | knowledge graph rag implementation | knowledge graph retrieval | llm knowledge graph integration | llm integration | llm integration in databases,n/a,n/a,REJECTED,"most labels concern knowledge graphs and their applications, but 'llm integration' and 'llm integration in databases' focus on large language model integration without explicit mention of knowledge graphs -- outliers: llm integration; llm integration in databases"
AI,group,multimodal foundation models | search foundation models | multimodal search recommendations,n/a,n/a,REJECTED,"two labels concern foundation models (general AI models), while one concerns search recommendations, a different subject -- outliers: multimodal search recommendations"
AI,group,ai behavioral manipulation | ai chat memory manipulation | ai chat interfaces,n/a,n/a,REJECTED,"two labels concern manipulation aspects of AI behavior or chat memory, while one concerns AI chat interfaces as a technology/product -- outliers: ai chat interfaces"
AI,group,alphafold technology | brain visualization technology | durable execution technology,n/a,n/a,REJECTED,labels refer to different technologies in distinct domains without a shared underlying subject -- outliers: alphafold technology; brain visualization technology; durable execution technology
AI,group,artificial general intelligence theory | attention mechanism theory | biological vs artificial neurons,n/a,n/a,REJECTED,"the first and third labels concern artificial general intelligence and its comparison to biological neurons, while the second label focuses specifically on attention mechanisms, a distinct concept in neural networks -- outliers: attention mechanism theory"
AI,no_grouping_found,ai game development,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton"
AI,no_grouping_found,ai chatbot development,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton"
AI,no_grouping_found,ai chatbot hallucination,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton"
AI,no_grouping_found,ai chatbot capabilities,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton"
AI,no_grouping_found,ai model capabilities,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton"
AI,no_grouping_found,ai model switching,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton"
AI,no_grouping_found,ai agents capabilities,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton"
AI,no_grouping_found,ai model applications,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton"
AI,no_grouping_found,ai video applications,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton"
AI,no_grouping_found,compound ai systems,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton"
AI,no_grouping_found,distributed ai agents,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton"
AI,no_grouping_found,ai agent productivity tools,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton"
AI,no_grouping_found,ai applications,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton"
AI,no_grouping_found,ai code generation limitations,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton"
AI,no_grouping_found,ai code migration,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton"
AI,no_grouping_found,ai code quality tools,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton"
AI,no_grouping_found,ai code review,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton"
AI,no_grouping_found,ai image generation workflows,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton"
AI,no_grouping_found,ai tools adoption,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton"
AI,no_grouping_found,ai tools evaluation,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton"
AI,no_grouping_found,ai workflows,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton"
AI,no_grouping_found,ai automation workflows,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton"
AI,no_grouping_found,ai coding workflows,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton"
AI,no_grouping_found,ai task automation,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton"
AI,no_grouping_found,ai automation integration,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton"
AI,no_grouping_found,model integration strategies,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton"
AI,no_grouping_found,ai assistant integration,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton"
AI,no_grouping_found,3d vision language models,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton"
AI,no_grouping_found,ai glossary resource,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton"
AI,no_grouping_found,ai impact on engineering roles,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton"
AI,no_grouping_found,ai myths and truths,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton"
AI,no_grouping_found,ai research assistants,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton"
AI,no_grouping_found,autonomous vehicle applications,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton"
AI,no_grouping_found,behavioral science applications,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton"
AI,no_grouping_found,context graphs in ai,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton"
AI,no_grouping_found,context management,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton"
AI,no_grouping_found,docs-driven development,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton"
AI,no_grouping_found,embedding model benchmarks,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton"
AI,no_grouping_found,hardware demand trends,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton"
AI,no_grouping_found,llm application tooling,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton"
AI,no_grouping_found,llm control techniques,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton"
AI,no_grouping_found,llm infrastructure,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton"
AI,no_grouping_found,ml infrastructure deployment,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton"
AI,no_grouping_found,ml workflow orchestration,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton"
AI,no_grouping_found,neurosymbolic ai,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton"
AI,no_grouping_found,phd research opportunities,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton"
AI,no_grouping_found,physical ai innovation,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton"
AI,no_grouping_found,planning benchmarks,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton"
AI,no_grouping_found,private llm development,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton"
AI,no_grouping_found,quantum data encoding,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton"
AI,no_grouping_found,quantum machine learning,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton"
AI,no_grouping_found,synthetic test data generation,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton"
AI,no_grouping_found,ai application security,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton"
AI,no_grouping_found,ai bias measurement,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton"
AI,no_grouping_found,ai brand visibility,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton"
AI,no_grouping_found,ai capability restrictions,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton"
AI,no_grouping_found,ai chatbots ecommerce,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton"
AI,no_grouping_found,api integration,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton"
AI,no_grouping_found,autonomous knowledge operations,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton"
AI,no_grouping_found,autonomous navigation systems,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton"
AI,no_grouping_found,multimodal content publishing,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton"
AI,no_grouping_found,openclaw setup and usage,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton"
AI,no_grouping_found,api cost prediction,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton"
AI,no_grouping_found,api inference platforms,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton"
Security,synonym,api security training,api security,0.667,APPROVED,training is an aspect of the broader topic of api security
Security,synonym,application security modernization,application security,0.667,APPROVED,modernization is an angle on the same subject of application security
Security,synonym,application security posture,application security posture management,0.75,APPROVED,posture is a specific facet of application security posture management
Security,synonym,application security processes,application security,0.667,APPROVED,processes are part of the broader application security subject
Security,synonym,application security reports,application security,0.667,APPROVED,reports are an aspect of application security
Security,synonym,application security updates,application security,0.667,APPROVED,updates are an angle on application security
Security,synonym,canvas data breach,data breach incidents,0.5,APPROVED,canvas data breach is a specific instance of data breach incidents
Security,synonym,china cyber threat,cyber threat landscape,0.5,APPROVED,china cyber threat is a specific part of the cyber threat landscape
Security,synonym,cloud security alerts,cloud native security,0.5,APPROVED,cloud security alerts are part of cloud native security
Security,synonym,cloud security scanning,cloud native security,0.5,APPROVED,cloud security scanning is a facet of cloud native security
Security,synonym,cloud security startups,cloud native security,0.5,APPROVED,cloud security startups relate to cloud native security
Security,synonym,cloud security vulnerabilities,security vulnerabilities,0.667,APPROVED,cloud security vulnerabilities are a subset of security vulnerabilities
Security,synonym,contract testing security,application security testing,0.5,APPROVED,contract testing security is a specific aspect of application security testing
Security,synonym,critical infrastructure meetings,critical infrastructure security,0.5,APPROVED,critical infrastructure meetings relate to critical infrastructure security
Security,synonym,cyber threat prioritization,cyber threat landscape,0.5,APPROVED,cyber threat prioritization is an angle on the cyber threat landscape
Security,synonym,cybersecurity career paths,cybersecurity career entry,0.5,APPROVED,career paths are part of cybersecurity career entry
Security,synonym,database security vulnerabilities,security vulnerabilities,0.667,APPROVED,database security vulnerabilities are a subset of security vulnerabilities
Security,synonym,doxing law enforcement,law enforcement incidents,0.5,APPROVED,doxing law enforcement incidents are a type of law enforcement incidents
Security,synonym,endpoint vulnerability management,vulnerability management,0.667,APPROVED,endpoint vulnerability management is a specific aspect of vulnerability management
Security,synonym,ide security integration,security integration tooling,0.5,APPROVED,ide security integration is a specific type of security integration tooling
Security,synonym,idor vulnerability detection,code vulnerability detection,0.5,APPROVED,idor vulnerability detection is a specific type of code vulnerability detection
Security,synonym,incident deflection and response,incident response,0.667,APPROVED,incident deflection and response is an aspect of incident response
Security,synonym,incident management migration,incident management,0.667,APPROVED,incident management migration is a specific aspect of incident management
Security,synonym,incident management solutions,incident management,0.667,APPROVED,incident management solutions are part of incident management
Security,synonym,incident response challenges,incident response,0.667,APPROVED,incident response challenges are an angle on incident response
Security,synonym,incident response communication,incident response,0.667,APPROVED,incident response communication is an aspect of incident response
Security,synonym,incident response community support,incident response,0.5,APPROVED,incident response community support is an aspect of incident response
Security,synonym,incident response culture,incident response,0.667,APPROVED,incident response culture is an aspect of incident response
Security,synonym,incident response resilience,incident response,0.667,APPROVED,incident response resilience is an aspect of incident response
Security,synonym,incident response tools,incident response,0.667,APPROVED,incident response tools are part of incident response
Security,synonym,jwt security risks,jwt security practices,0.5,APPROVED,jwt security risks are an angle on jwt security practices
Security,synonym,llm code security,code security for llm and genai,0.75,APPROVED,llm code security is a specific aspect of code security for llm and genai
Security,synonym,llm security integration,llm security,0.667,APPROVED,llm security integration is a specific aspect of llm security
Security,synonym,malware detection techniques,malware detection,0.667,APPROVED,"techniques are a facet of detection, same subject"
Security,synonym,malware detection tools,malware detection,0.667,APPROVED,"tools are a facet of detection, same subject"
Security,synonym,network access issues,network configuration issues,0.5,APPROVED,network access issues are a type of network configuration issue
Security,synonym,network failover configuration,network configuration issues,0.5,APPROVED,failover configuration is a specific network configuration issue
Security,synonym,network gateway configuration,network configuration issues,0.5,APPROVED,gateway configuration is a specific network configuration issue
Security,synonym,network hardware issues,network configuration issues,0.5,APPROVED,"hardware issues affect network configuration, same subject"
Security,synonym,network interface configuration,network configuration issues,0.5,APPROVED,interface configuration is a network configuration issue
Security,synonym,network security certification,network security,0.667,APPROVED,security certification is a facet of network security
Security,synonym,npm security vulnerabilities,security vulnerabilities,0.667,APPROVED,npm security vulnerabilities are a subset of general security vulnerabilities
Security,synonym,proxy security innovation,security platform innovation,0.5,APPROVED,proxy security innovation is a facet of security platform innovation
Security,synonym,r language security updates,security vulnerability updates,0.5,APPROVED,r language security updates are a type of security vulnerability updates
Security,synonym,secure coding culture,secure coding practices,0.5,APPROVED,secure coding culture is an aspect of secure coding practices
Security,synonym,secure coding tools,secure coding practices,0.5,APPROVED,secure coding tools are part of secure coding practices
Security,synonym,security awareness events,security awareness training,0.5,APPROVED,security awareness events are a type of security awareness training
Security,synonym,security in saas platforms,application security platforms,0.5,APPROVED,security in SaaS platforms is a specific case of application security platforms
Security,synonym,security innovation,security platform innovation,0.667,APPROVED,security innovation is a broader term that includes security platform innovation
Security,synonym,security mentorship programs,application security programs,0.5,APPROVED,security mentorship programs are a type of application security programs
Security,synonym,security mindset,application security mindset,0.667,APPROVED,security mindset and application security mindset refer to the same underlying concept
Security,synonym,security operations partnerships,developer security partnerships,0.5,APPROVED,security operations partnerships and developer security partnerships are facets of security partnerships
Security,synonym,security orchestration tools,application security tools,0.5,APPROVED,security orchestration tools are a type of application security tools
Security,synonym,security partnerships,developer security partnerships,0.667,APPROVED,security partnerships and developer security partnerships refer to the same subject
Security,synonym,security platform acquisitions,security in mergers and acquisitions,0.5,APPROVED,security platform acquisitions are a subset of security in mergers and acquisitions
Security,synonym,security report enhancements,security threat report,0.5,APPROVED,security report enhancements relate to security threat reports
Security,synonym,security scanning tools,application security tools,0.5,APPROVED,security scanning tools are a type of application security tools
Security,synonym,security standards mapping,password security standards,0.5,APPROVED,security standards mapping is a facet of password security standards
Security,synonym,security standards platform,password security standards,0.5,APPROVED,security standards platform is a facet of password security standards
Security,synonym,security testing methods,application security testing,0.5,APPROVED,security testing methods are part of application security testing
Security,synonym,security testing tools,application security tools,0.5,APPROVED,security testing tools are a type of application security tools
Security,synonym,security tool development,security tool updates,0.5,APPROVED,"development is a facet of updates, same subject"
Security,synonym,security tool improvements,security tool updates,0.5,APPROVED,"improvements are a type of update, same subject"
Security,synonym,security tooling maintenance,security integration tooling,0.5,APPROVED,"maintenance is a facet of integration tooling, same subject"
Security,synonym,security training effectiveness,security awareness training,0.5,APPROVED,"effectiveness is an angle on security awareness training, same subject"
Security,synonym,security training events,security awareness training,0.5,APPROVED,"events are a facet of security awareness training, same subject"
Security,synonym,security training labs,security awareness training,0.5,APPROVED,"labs are a facet of security awareness training, same subject"
Security,synonym,security vulnerability awareness,security vulnerability trends,0.5,APPROVED,"awareness is an angle on vulnerability trends, same subject"
Security,synonym,security vulnerability chaining,security vulnerability trends,0.5,APPROVED,"chaining is a specific aspect of vulnerability trends, same subject"
Security,synonym,security vulnerability demonstration,security vulnerability trends,0.5,APPROVED,"demonstration is an angle on vulnerability trends, same subject"
Security,synonym,security vulnerability reporting,security vulnerability trends,0.5,APPROVED,"reporting is an angle on vulnerability trends, same subject"
Security,synonym,server security vulnerabilities,mcp server security vulnerabilities,0.75,APPROVED,"mcp server is a specific type of server, so the subject of server security vulnerabilities matches."
Security,synonym,typescript security vulnerabilities,typescript security,0.667,APPROVED,typescript security vulnerabilities are a specific aspect of typescript security.
Security,synonym,wordpress security vulnerabilities,security vulnerabilities,0.667,APPROVED,wordpress security vulnerabilities are a specific subset of general security vulnerabilities.
Security,synonym,zap scan policies,zap scan configuration,0.5,APPROVED,"zap scan policies are a specific aspect of zap scan configuration, same subject."
Security,synonym,digital identity privacy,digital identity fraud,0.5,REJECTED,"digital identity privacy is about privacy, while digital identity fraud is about fraudulent use, different subjects"
Security,synonym,emerging security threats,llm security threats,0.5,REJECTED,"emerging security threats is a broad topic, while llm security threats are specific to large language models, different subjects"
Security,synonym,ground security management,application security management,0.5,REJECTED,ground security management and application security management refer to different security domains
Security,synonym,iac security practices,npm security best practices,0.5,REJECTED,iac security practices and npm security best practices focus on different technologies and contexts
Security,synonym,identity management tools,incident management tools,0.5,REJECTED,identity management tools and incident management tools address different subjects
Security,synonym,identity security trends,security vulnerability trends,0.5,REJECTED,identity security trends and security vulnerability trends focus on different security aspects
Security,synonym,log injection vulnerabilities,command injection vulnerabilities,0.5,REJECTED,log injection vulnerabilities and command injection vulnerabilities are different types of injection vulnerabilities
Security,synonym,mandatory access control,access control vulnerabilities,0.5,REJECTED,"mandatory access control is a security model, not a vulnerability"
Security,synonym,neo4j security features,cloud security features,0.5,REJECTED,"neo4j is a specific database product, cloud security is a broader domain"
Security,synonym,network access control,access control vulnerabilities,0.5,REJECTED,"network access control is a security mechanism, access control vulnerabilities are flaws"
Security,synonym,openclaw security issues,jwt security issues,0.5,REJECTED,"openclaw and jwt are different technologies, different subjects"
Security,synonym,orm security issues,jwt security issues,0.5,REJECTED,"orm and jwt are different technologies, different subjects"
Security,synonym,orm security practices,npm security best practices,0.5,REJECTED,"orm and npm are different technologies, different subjects"
Security,synonym,security community engagement,community security tools,0.5,REJECTED,"community engagement is about social interaction, while community security tools are about software tools"
Security,synonym,security community fundraising,community security tools,0.5,REJECTED,"fundraising is an activity, community security tools are products"
Security,synonym,security program sales,security champions program,0.5,REJECTED,"security program sales is about sales activity, security champions program is a specific program"
Security,synonym,security risk management,it risk management,0.667,REJECTED,"security risk management is broader than IT risk management, different scope"
Security,synonym,security staffing in education,application security education,0.5,REJECTED,"security staffing in education is about personnel, application security education is about training"
Security,synonym,security standards integration,password security standards,0.5,REJECTED,"security standards integration is a process, password security standards are specific standards"
Security,synonym,security threat response,security threat report,0.5,REJECTED,"response to a threat is different from reporting a threat, different subjects"
Security,synonym,security tool endorsement,security tool updates,0.5,REJECTED,"endorsement is an opinion or promotion, not the same as updates"
Security,synonym,security tool roi,security tool updates,0.5,REJECTED,"ROI is a business metric, different subject from updates"
Security,synonym,security tooling competition,security integration tooling,0.5,REJECTED,competition is a different subject than integration tooling
Security,synonym,security tooling promotion,security integration tooling,0.5,REJECTED,"promotion is marketing, different subject from integration tooling"
Security,synonym,security tools and resources,application security tools,0.5,REJECTED,"general tools and resources is broader than application security tools, different scope"
Security,synonym,security training platforms,application security platforms,0.5,REJECTED,"training platforms differ from application security platforms, different subjects"
Security,synonym,security updates and tools,application security tools,0.5,REJECTED,updates and tools is broader and different from application security tools
Security,synonym,security vs compliance,government security compliance,0.667,REJECTED,"security vs compliance is a conceptual comparison, different from government security compliance"
Security,synonym,server security risks,code security risks,0.5,REJECTED,"server security risks differ from code security risks, different subjects"
Security,synonym,user experience in security,developer security experience,0.5,REJECTED,user experience in security and developer security experience focus on different subjects: end users vs developers.
Security,synonym,user security features,cloud security features,0.5,REJECTED,user security features and cloud security features refer to different subjects: user-level vs cloud-level security.
Security,synonym,web3 security practices,npm security best practices,0.5,REJECTED,web3 security practices and npm security best practices are about different ecosystems and subjects.
Security,synonym,xorg server vulnerabilities,mcp server vulnerabilities,0.5,REJECTED,"xorg server and mcp server are different server technologies, so the subjects differ."
Security,group,mcp server security vulnerabilities | mcp server vulnerabilities | mcp server security scanning | mcp server security tooling,mcp server security vulnerabilities,n/a,APPROVED,"All labels concern security aspects of MCP servers, including vulnerabilities, scanning, and tooling"
Security,group,security tool user alignment | security tool user feedback,security tool user alignment,n/a,APPROVED,"both labels concern users of security tools, focusing on alignment and feedback aspects of the same subject"
Security,group,cloud native security | cloud native security challenges,cloud native security challenges,n/a,APPROVED,"both labels concern the subject of cloud native security, with one focusing on the general topic and the other on challenges within it"
Security,group,bun security | bun security course | bun security guidelines,bun security guidelines,n/a,APPROVED,"All labels concern security aspects related to 'bun', likely the same technology or product"
Security,group,compliance automation tools | compliance automation,compliance automation tools,n/a,APPROVED,"both labels concern automation related to compliance, one focusing on tools and the other on the automation process itself"
Security,group,developer security education | developer security experience | developer security partnerships,developer security partnerships,n/a,APPROVED,All labels concern aspects of developer security as the common subject
Security,group,endpoint protection comparison | endpoint protection solutions,endpoint protection comparison,n/a,APPROVED,"both labels concern endpoint protection as the underlying subject, describing different facets (comparison and solutions)"
Security,group,government surveillance practices | government surveillance whistleblowers,government surveillance whistleblowers,n/a,APPROVED,"both labels concern government surveillance as the underlying subject, with one focusing on practices and the other on whistleblowers related to it"
Security,group,incident response | incident response best practices | incident response plans,incident response best practices,n/a,APPROVED,"all labels concern the subject of incident response, covering general, best practices, and planning aspects"
Security,group,javascript security | javascript security incidents,javascript security incidents,n/a,APPROVED,"both labels concern the subject of JavaScript security, with one focusing on security in general and the other on security incidents"
Security,group,network configuration issues | network switch performance issues | network switch power over ethernet,network switch power over ethernet,n/a,APPROVED,"All labels concern aspects of network hardware and configuration, specifically network switches and their performance and power features"
Security,group,network fleet management | network fleet supervision,network fleet supervision,n/a,APPROVED,"both labels concern managing and supervising a network fleet, different facets of the same subject"
Security,group,penetration testing role | penetration testing certification,penetration testing certification,n/a,APPROVED,"both labels concern the subject of penetration testing, focusing on role and certification aspects"
Security,group,security job focus | security job titles,security job titles,n/a,APPROVED,"both labels concern aspects of security jobs, one about focus and the other about titles, sharing the same underlying subject of security employment"
Security,group,security vulnerability fixes | security vulnerability trends,security vulnerability trends,n/a,APPROVED,"both labels concern security vulnerabilities, focusing on fixes and trends respectively"
Security,group,cloudflare outage | cloudflare outage mitigation,cloudflare outage mitigation,n/a,APPROVED,"both labels concern the subject of Cloudflare outages, one describing the event and the other describing mitigation strategies"
Security,group,cyber attack data api | cyber attack speculation,cyber attack speculation,n/a,APPROVED,"both labels concern aspects of cyber attacks, one focusing on data APIs and the other on speculation about attacks, sharing the same underlying subject"
Security,group,cybersecurity career advice | cybersecurity career entry,cybersecurity career advice,n/a,APPROVED,"both labels concern the subject of cybersecurity careers, focusing on advice and entry respectively"
Security,group,cybercrime concealment tactics | cybercrime geography,cybercrime concealment tactics,n/a,APPROVED,"both labels concern aspects of cybercrime, one focusing on concealment tactics and the other on geographic distribution"
Security,group,access control vulnerabilities | attribute-based access control,n/a,n/a,REJECTED,"one label concerns security vulnerabilities, the other concerns an access control model -- outliers: access control vulnerabilities"
Security,group,email verification issues | identity verification issues | identity document verification,n/a,n/a,REJECTED,"email verification concerns verifying email addresses, while the other two concern verifying personal identity documents -- outliers: email verification issues"
Security,group,law enforcement incidents | law enforcement equipment policy | policy enforcement tools,n/a,n/a,REJECTED,"first two labels concern law enforcement as a sector, while the third concerns policy enforcement tools in a general or different context -- outliers: policy enforcement tools"
Security,group,malicious hid device detection | malicious package detection | malicious package incidents,n/a,n/a,REJECTED,labels concern different subjects: HID device detection vs package detection/incidents -- outliers: malicious hid device detection
Security,group,nas remote access security | wireless access point security | wifi access point selection,n/a,n/a,REJECTED,"two labels concern security aspects of access points, but one concerns selection of wifi access points, a different subject -- outliers: wifi access point selection"
Security,group,security clearance policies | security clearance reporting | security scan policies,n/a,n/a,REJECTED,"two labels concern security clearance (a personnel authorization process), while one concerns security scanning (a technical security assessment), which are different subjects -- outliers: security scan policies"
Security,group,vpn two factor authentication | multi-factor authentication | vpn authentication methods,n/a,n/a,REJECTED,"two labels focus on VPN-specific authentication, while one is about general multi-factor authentication without VPN context -- outliers: multi-factor authentication"
Security,no_grouping_found,browser security vulnerabilities,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton"
Security,no_grouping_found,code security vulnerabilities,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton"
Security,no_grouping_found,security tool browser support,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton"
Security,no_grouping_found,ai code security tools,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton"
Security,no_grouping_found,ai security conference,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton"
Security,no_grouping_found,ai security governance,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton"
Security,no_grouping_found,ai security platforms,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton"
Security,no_grouping_found,api security governance,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton"
